3550308,Sao Paulo,1554,Bruno Covas,1012021,Ricardo nunes,15112020,12.2,8.88,1554
3304557,Rio de Janeiro,1565,Eduardo paes,1012021,Fernando Mac Dowell,15112020,6.7,4.89,1565
2927408,Salvador,1549,Bruno Reis,1012021,Ana Paula Moreira,15112020,2.8,1.94,1549
2304400,Fortaleza,1726,Jose Sarto,1012021,Elcio Batista,15112020,2.66,1.69,1726
1302603,Manaus,1669,David Almeida,1012021,Marcos Costa,15112020,2.1,1.25,1669
4106902,Curitiba,1693,Rafael Greca,1012021,Eduardo Pimentel,15112020,1.9,1.28,1693
2611606,Recife,1537,Joao Campos,1012021,Luciano Siqueira,15112020,1.6,1.11,1537
5208707,Goiania,1933,Maguito Vilela,1012021,Rogerio Cruz,15112020,1.5,0.95,1933
4314902,Porto Alegre,1772,Sebastiao Melo,1012021,Ricardo Gomes,15112020,1.47,1.09,1772
